;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;1742;116;125;98;94;457;10,54;17,27;20,07;27,21;34,57;34,48;50,8;00:15:00;1,97;1,56;5,62;5,37;25,99;7,1;8,4;3,8;23;25,9;0,5;25,9;181,23;41,62;26,57;9,5;00:00:20;34,48;00:00:12;00:00:02;00:01:57;00:00:10;00:00:12;00:00:10;00:00:37;00:00:36;
BIANCU;1873;125;140;116;127;538;11,62;20,36;30,83;28,27;49,75;31,33;66,05;00:15:00;2,66;1,51;6,19;6,76;28,7;7,48;9;2;23;31;1;31;219,81;45,86;30,51;10,47;00:00:22;31,33;00:00:16;00:00:03;00:02:17;00:00:13;00:00:16;00:00:09;00:00:41;00:00:45;
BRIGNANI;1601;107;99;93;92;399;9,73;17,91;29,66;26,55;35,73;39,94;35,66;00:15:00;2,23;1,66;5,83;5,72;24,94;6,19;11;8;26;27;1;27;139,38;40,32;29,41;8,77;00:00:15;39,94;00:00:13;00:00:03;00:01:45;00:00:08;00:00:13;00:00:11;00:00:39;00:00:37;
CHIERICO;2006;134;80;89;82;533;11,79;13,96;3,68;20,76;28,84;24,52;34,21;00:15:00;1,44;1,03;4,43;4,07;26,57;3,98;7;4;16;26;0;26;216,87;41,58;24,85;10,62;00:00:13;24,52;00:00:11;00:00:00;00:02:19;00:00:07;00:00:11;00:00:08;00:00:35;00:00:34;
EMERSON;1555;104;8;52;41;263;8,75;9,15;0;7,17;9,69;37,26;8,98;00:15:00;0,62;0,46;3,32;2,64;16,94;0,49;2;0;8;10;0;10;115,56;27,58;19,98;7,88;00:00:01;37,26;00:00:04;00:00:00;00:01:15;00:00:02;00:00:04;00:00:03;00:00:25;00:00:22;
LELLA ;1843;123;200;135;132;574;11,71;23,21;15,92;42,96;56,31;33,65;75,28;00:15:00;3,06;2,33;7,32;7,15;31,16;10,86;16;4;32;39;0;39;239,64;48,51;25,95;10,54;00:00:32;33,65;00:00:18;00:00:02;00:02:22;00:00:16;00:00:18;00:00:15;00:00:49;00:00:47;
PALESI;1822;121;147;89;75;495;10,79;14,9;11,42;23,45;29,39;31,47;44,72;00:15:00;1,61;1,29;4,9;4,11;27,15;8,06;11;4;24;24;0;24;188,57;42,83;24,89;9,72;00:00:23;31,47;00:00:10;00:00:01;00:02:05;00:00:09;00:00:10;00:00:09;00:00:33;00:00:30;
PISANO;1477;98;67;86;71;308;8,84;16,12;0;28,74;21,74;43,33;38,94;00:15:00;1,47;1,95;5,84;4,8;20,84;4,57;2;6;23;18;0;18;82,08;36,24;23,88;7,96;00:00:11;43,33;00:00:09;00:00:00;00:01:25;00:00:09;00:00:09;00:00:11;00:00:34;00:00:31;
RAGATZU;1757;117;165;111;110;486;10,85;19,74;17,44;35,84;42,09;31,39;72,28;00:15:00;2,4;2,04;6,31;6,25;27,66;9,38;13;4;33;34;1;34;238,59;44,4;28,82;9,77;00:00:26;31,39;00:00:15;00:00:02;00:01:59;00:00:15;00:00:15;00:00:12;00:00:39;00:00:39;
TRAVAGLINI;1802;120;120;93;90;486;10,74;15,57;19;25,6;25,42;32,77;39,15;00:15:00;1,41;1,42;5,17;4,99;26,95;6,67;4;3;15;24;0;24;205,56;42,49;26,01;9,67;00:00:19;32,77;00:00:10;00:00:02;00:02:04;00:00:08;00:00:10;00:00:10;00:00:36;00:00:35;
UDHO;1688;112;224;117;122;490;10,6;21,82;72,73;32,75;46,7;39,12;92,72;00:15:00;2,77;1,94;6,91;7,21;29,01;13,27;9;3;30;26;2;26;166,19;46,42;31,4;9,55;00:00:34;39,12;00:00:14;00:00:09;00:01:57;00:00:16;00:00:14;00:00:10;00:00:41;00:00:41;
