;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5097;113;313;264;268;1195;10,17;16,57;66,57;79,71;97,99;33,08;136,21;00:45:13;1,92;1,56;5,18;5,24;23,33;6,07;23,6;13,2;68,3;77,4;1,5;77,4;422,33;38,53;27,97;27,6;00:00:49;33,08;00:00:36;00:00:08;00:05:14;00:00:29;00:00:36;00:00:31;00:01:47;00:01:47;
BIANCU;5380;119;502;291;312;1335;10,84;17,7;132,5;91,98;111,4;30,22;207,2;00:45:13;2,07;1,71;5,41;5,79;24,82;9,32;17;14;65;78;3;78;492,38;40,68;29,48;29,41;00:01:18;30,22;00:00:37;00:00:17;00:05:29;00:00:42;00:00:37;00:00:31;00:01:40;00:01:47;
BOCCIA;4819;107;214;292;287;1065;9,76;18,33;39,29;87,28;91,26;36,45;102,46;00:45:13;1,89;1,81;6,05;5,95;22,11;4,43;20;13;89;85;1;85;319,68;37,63;28,73;26,48;00:00:34;36,45;00:00:38;00:00:05;00:05:04;00:00:23;00:00:38;00:00:37;00:02:10;00:02:07;
BRIGNANI;4992;110;151;226;212;1021;9,74;13,99;3,52;60,12;72,58;31,79;59,02;00:45:13;1,45;1,2;4,52;4,25;20,46;3,01;22;6;68;72;0;72;335,9;34,22;24,47;26,43;00:00:25;31,79;00:00:31;00:00:00;00:04:48;00:00:14;00:00:31;00:00:27;00:01:42;00:01:35;
CHIERICO;5472;121;244;276;267;1342;10,8;15,37;27,83;78,34;94,48;29,39;105,85;00:45:13;1,73;1,43;5,05;4,88;24,52;4,47;26;17;71;78;1;78;484,29;39,58;26,25;29,32;00:00:40;29,39;00:00:36;00:00:03;00:05:57;00:00:24;00:00:36;00:00:31;00:01:54;00:01:49;
EMERSON;4507;100;111;184;186;765;8,71;12,96;31,9;50,68;61,11;37,3;75,05;00:45:13;1,36;1,12;4,09;4,12;16,98;2,46;19;11;47;54;1;54;219,63;29,7;26,79;23,64;00:00:17;37,3;00:00:26;00:00:04;00:03:37;00:00:17;00:00:26;00:00:24;00:01:27;00:01:27;
LELLA ;5352;118;357;267;274;1346;10,73;17,22;63,18;87,87;110,28;31,88;140,48;00:45:13;2,06;1,64;5;5,11;25,14;6,67;30;18;69;93;2;93;435,31;40,93;30,14;29,13;00:00:56;31,88;00:00:42;00:00:08;00:05:55;00:00:31;00:00:42;00:00:36;00:01:50;00:01:53;
PINNA S.;5352;118;442;302;343;1443;10,98;19,84;113,34;99,47;142,6;30,23;179,56;00:45:13;2,66;1,86;5,65;6,4;26,96;8,26;40;11;75;99;2;99;509,73;43,11;27,97;29,79;00:01:09;30,23;00:00:51;00:00:15;00:06:07;00:00:38;00:00:51;00:00:37;00:01:58;00:02:12;
RAGATZU;5177;114;427;231;237;1189;10,12;14,27;120,37;64,84;84,18;30,73;173,38;00:45:13;1,63;1,25;4,46;4,57;22,97;8,25;23;13;53;64;2;64;528,2;37,33;30,72;27,47;00:01:06;30,73;00:00:29;00:00:15;00:04:46;00:00:34;00:00:29;00:00:23;00:01:21;00:01:27;
TRAVAGLINI;5367;119;336;301;286;1340;10,78;17,35;27,82;94,8;101,1;31,14;150,43;00:45:13;1,88;1,77;5,61;5,33;24,97;6,26;18;12;68;70;0;70;500,93;41,53;25,62;29,25;00:00:54;31,14;00:00:36;00:00:03;00:05:53;00:00:33;00:00:36;00:00:37;00:02:01;00:01:51;
UDHO;4551;101;346;271;273;1108;9,24;18,7;105,92;81,7;110,88;41,71;168,69;00:45:13;2,44;1,8;5,96;6;24,34;7,6;21;17;78;81;3;81;397,2;40,6;29,48;25,09;00:00:53;41,71;00:00:37;00:00:13;00:04:40;00:00:35;00:00:37;00:00:31;00:01:44;00:01:41;
