;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5757;96;481;265;273;1395;8,57;14,96;128,31;80,45;100,76;44,64;152,37;00:59:54;1,72;1,38;4,56;4,69;23,99;8,26;28,4;15,4;72,6;84;2,6;84;470,26;37,81;28,43;30,79;00:01:14;44,64;00:00:38;00:00:17;00:05:46;00:00:31;00:00:38;00:00:32;00:01:53;00:01:55;
ARBOLEDA;2783;107;296;159;157;840;9,9;19,11;76,95;53,03;53,83;42,83;100,68;00:25:55;1,93;1,91;5,72;5,63;30,19;10,63;19;7;41;44;1;44;322,45;46,72;27,89;15,39;00:00:46;42,83;00:00:19;00:00:10;00:03:23;00:00:20;00:00:19;00:00:20;00:01:03;00:01:01;
EMERSON;2201;83;75;77;64;392;7,08;10,16;2,26;16,93;20,8;49,34;19,54;00:26:31;0,94;0,77;3,48;2,93;17,79;3,41;3;3;18;20;0;20;125,58;28,9;25;11,26;00:00:12;49,34;00:00:10;00:00:00;00:01:46;00:00:04;00:00:10;00:00:08;00:00:41;00:00:36;
LELLA ;8499;103;701;450;474;2256;9,37;17,94;170,97;142,89;194,47;41,68;241,93;01:22:50;2,29;1,68;5,29;5,57;26,54;8,25;57;23;125;153;3;153;782,17;41,97;29,64;46,55;00:01:49;41,68;00:01:13;00:00:22;00:09:29;00:00:51;00:01:13;00:00:57;00:03:12;00:03:14;
PINNA S.;7797;95;754;363;410;1933;8,53;16,01;172,1;100,93;152,84;44,72;222,5;01:22:02;1,96;1,29;4,65;5,26;24,79;9,67;45;21;91;120;3;120;602,34;38,79;29,61;42,01;00:01:57;44,72;00:00:57;00:00:22;00:07:55;00:00:45;00:00:57;00:00:41;00:02:35;00:02:49;
PISANO;7506;91;578;279;261;1553;7,85;11,15;219,28;88,49;81,89;46,58;177,2;01:22:15;1,09;1,18;3,71;3,48;20,69;7,69;18;23;88;83;6;83;518,78;32,7;29,99;38,75;00:01:26;46,58;00:00:32;00:00:28;00:06:15;00:00:36;00:00:32;00:00:34;00:01:55;00:01:54;
