;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;5987;115;482;300;307;1525;10,32;16,34;102,3;92,7;110,15;33,93;169,49;00:52:15;1,84;1,54;5;5,12;25,45;8,05;26,67;14,67;70,22;85,44;2,11;85,44;569,35;40,72;27,35;32,35;00:01:16;33,93;00:00:40;00:00:13;00:06:25;00:00:36;00:00:40;00:00:35;00:01:57;00:01:59;
BIANCU;9743;114;779;494;493;2316;10,26;16,24;178,65;153,63;167,57;33,13;330,01;01:25:28;1,72;1,58;5,07;5,06;23,77;7,99;32;23;107;115;5;115;943,66;39,16;29,48;52,59;00:02:03;33,13;00:00:56;00:00:23;00:09:36;00:01:08;00:00:56;00:00:52;00:02:52;00:02:53;
CHIERICO;6229;119;258;310;303;1475;10,59;14,9;27,83;87,28;102,86;29,72;115,45;00:52:18;1,65;1,4;4,97;4,86;23,68;4,14;27;17;77;88;1;88;542,85;38,49;26,25;33,24;00:00:42;29,72;00:00:39;00:00:03;00:06:35;00:00:26;00:00:39;00:00:35;00:02:08;00:02:04;
LA ROSA ;897;130;44;58;48;261;12,04;19,42;0;19,92;16,34;30,37;25,66;00:06:53;1,82;2,22;6,46;5,36;29,06;4,95;3;4;17;12;0;12;124,65;48,09;23,88;4,98;00:00:07;30,37;00:00:05;00:00:00;00:01:07;00:00:06;00:00:05;00:00:07;00:00:20;00:00:16;
LELLA ;10684;112;837;504;532;2712;10,09;16,27;163,61;166,09;208,29;35,24;290,94;01:35:20;1,95;1,55;4,71;4,98;25,39;7,83;61;30;133;182;4;182;977,22;40,45;30,14;57,69;00:02:12;35,24;00:01:17;00:00:21;00:11:28;00:01:04;00:01:17;00:01:08;00:03:25;00:03:35;
OCCHIONI;4602;112;341;188;177;1087;9,73;12,46;51,08;50,63;50,65;35,13;91,18;00:41:09;1,1;1,1;4,08;3,85;23,62;7,41;10;7;39;45;1;45;411,38;37,35;26,4;24,03;00:00:54;35,13;00:00:19;00:00:07;00:04:34;00:00:20;00:00:19;00:00:19;00:01:14;00:01:12;
PALESI;2087;108;110;74;80;508;9,42;12,73;1,97;18,97;28,91;38,36;26,74;00:19:19;1,39;0,91;3,56;3,85;24,35;5,28;9;4;16;23;0;23;236,53;37,49;24,61;10,92;00:00:18;38,36;00:00:12;00:00:00;00:02:12;00:00:05;00:00:12;00:00:08;00:00:33;00:00:36;
PINNA S.;8771;116;860;442;518;2423;10,58;18,19;207,29;130,12;213,57;33,02;275,95;01:15:49;2,44;1,48;5,04;5,91;27,62;9,81;59;17;106;155;3;155;852,6;42,91;28,38;48,14;00:02:14;33,02;00:01:16;00:00:28;00:10:00;00:00:57;00:01:16;00:00:50;00:02:55;00:03:20;
RENAULT ;2154;117;354;132;135;660;10,86;19,68;152,07;43,71;45,19;37,66;100,54;00:18:22;2,1;2,03;6,15;6,26;30,64;16,45;11;7;30;33;3;33;232,96;46,63;28,14;11,97;00:00:53;37,66;00:00:17;00:00:20;00:02:30;00:00:20;00:00:17;00:00:17;00:00:51;00:00:52;
TRAVAGLINI;8716;115;752;499;476;2279;10,48;17,61;138,16;163,96;157,98;34,67;268,98;01:15:41;1,81;1,88;5,72;5,46;26,15;8,63;28;23;107;116;2;116;802,28;42,72;28,9;47,61;00:01:58;34,67;00:00:58;00:00:18;00:09:41;00:00:58;00:00:58;00:01:03;00:03:16;00:03:01;
