;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1776;118;385;92;87;566;10,97;20,42;49,88;32,76;29,23;0;52,98;00:15:06;1,61;1,82;5,11;4,81;31,46;21,14;8,9;7,9;24;28,3;1,2;28,3;238,06;46,44;0;
CALIGARA;1881;124;359;99;94;597;11,71;21,5;31,57;35,07;26,33;0;49,36;00:15:06;1,4;1,86;5,29;4,98;31,73;19,09;8;10;20;29;1;29;227,39;47,85;0;
CETER;2016;133;509;151;131;669;12,9;24,92;122,81;60,1;51,88;0;120,32;00:15:06;2,57;2,98;7,51;6,51;33,2;25,23;13;19;43;39;3;39;220,24;50,32;0;
COTALI;1642;109;257;66;57;442;9,9;17,67;18,98;25,37;14,83;0;22,96;00:15:06;0,9;1,55;4,04;3,48;26,94;15,63;5;4;18;16;1;16;207,94;40,68;0;
DALLA BERNARDINA ;1583;105;220;71;73;446;9,7;19,72;21,33;24,52;26,76;0;26,58;00:15:06;1,69;1,55;4,5;4,61;28,18;13,9;7;6;18;23;0;23;145,12;42,33;0;
GEMMI;1905;126;490;95;101;698;11,88;21,77;60,19;35,76;40,46;0;47,23;00:15:06;2,12;1,88;4,99;5,33;36,65;25,75;15;8;24;34;1;34;330,62;51,09;0;
PERALTA;1983;131;539;82;77;725;12,04;18,55;14,52;27,93;24,27;0;33,83;00:15:06;1,22;1,41;4,15;3,88;36,58;27,18;9;7;24;19;0;19;445,88;51,82;0;
PISANO;1393;92;121;54;46;310;8,23;15,3;0;18,84;11,42;0;10,87;00:15:06;0,82;1,35;3,89;3,31;22,26;8,68;2;4;16;23;0;23;90,6;34,84;0;
RAGATZU;1770;117;513;129;118;636;11,42;25,99;49,5;39,84;42,95;0;92,57;00:15:06;2,43;2,25;7,28;6,69;35,95;29;15;9;30;39;1;39;256,67;53,2;0;
SENESI;1800;119;409;87;86;543;10,96;18,91;84,9;29,47;23,58;0;62,54;00:15:06;1,31;1,64;4,82;4,76;30,18;22,71;4;6;26;35;3;35;212,3;44,94;0;
VALLOCCHIA;1789;118;433;83;82;589;10,98;19,81;94,97;30,75;29,78;0;63,51;00:15:06;1,66;1,72;4,67;4,6;32,92;24,22;11;6;21;26;2;26;243,86;47,29;0;
