;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;4775;92;265;219;212;997;8,16;13,85;67,17;67,43;72,65;44,7;103,24;00:51:37;1,51;1,4;4,55;4,41;20,55;5,4;18,8;10,6;54,8;64,6;1,6;64,6;368,55;34,02;27,96;
ARBOLEDA;4971;96;481;272;271;1251;8,76;17,44;189,21;99,75;96,35;44,81;178,62;00:51:36;1,94;2,01;5,47;5,45;25,16;9,68;24;23;76;88;5;88;485,7;40,51;30,01;
BRIGNANI;4461;86;161;195;187;801;7,55;12,9;30,62;52,16;67,57;46,68;72,51;00:51:37;1,51;1,17;4,36;4,19;17,96;3,6;25;6;55;58;0;58;228,59;30,86;26,69;
EMERSON;4104;79;102;157;146;592;6,86;11,47;16,77;43,9;47,58;49,83;63,43;00:51:37;1,16;1,07;3,84;3,55;14,42;2,49;13;7;31;47;0;47;180,25;25,71;27,63;
LELLA ;5370;104;346;221;215;1259;9,06;12,46;44,65;64,98;71,58;39,12;85,91;00:51:37;1,33;1,21;4,11;4;23,44;6,44;18;6;60;68;1;68;542,48;36,64;26,94;
TRAVAGLINI;4966;96;236;248;242;1082;8,56;14,99;54,59;76,34;80,15;43,04;115,72;00:51:37;1,61;1,54;5;4,86;21,79;4,75;14;11;52;62;2;62;405,67;36,37;28,52;
