;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1127;75;186;52;47;293;6,84;17,67;14,18;18,51;15,07;59,77;23,79;00:15:00;1,34;1,66;4,6;4,15;25,81;16,34;4,89;5,56;21,22;17,89;0,44;17,89;122,7;40,06;0;
BIANCU;922;61;130;49;46;232;5,7;19,86;3,39;22,11;14,43;66,17;24,96;00:15:00;1,56;2,4;5,31;4,98;25,21;14,1;4;8;24;18;0;18;86,38;41,5;0;
COCCO;1085;72;240;60;46;325;6,71;19,87;45,99;23,84;12,48;63,11;37,2;00:15:00;1,15;2,2;5,52;4,21;29,98;22,08;4;8;32;21;2;21;146,81;46;0;
GOZZI;1042;69;116;36;33;193;6,08;13,05;0;11,08;9,98;59,01;13,3;00:15:00;0,96;1,06;3,43;3,15;18,51;11,14;2;3;15;13;0;13;91,66;29,33;0;
LA ROSA ;1182;79;194;48;38;299;7,08;16,07;13,11;15,71;10,21;58,15;25,11;00:15:00;0,86;1,33;4,05;3,19;25,32;16,43;3;3;14;15;0;15;110,16;39,41;0;
LELLA ;1098;73;124;56;54;253;6,82;20,5;41,13;17,39;24,87;59,25;31,42;00:15:00;2,26;1,58;5,14;4,96;23,09;11,28;8;3;22;17;2;17;68,38;37,64;0;
MURONI;1086;72;140;46;45;260;6,52;16,29;0;20,01;12,83;64,12;17,46;00:15:00;1,18;1,84;4,19;4,14;23,95;12,85;8;8;22;19;0;19;113,05;38,33;0;
PARIGI;1344;90;257;62;66;390;8,28;19,43;0;22,01;21,53;51,11;21,57;00:15:00;1,6;1,64;4,64;4,9;28,99;19,1;6;3;20;27;0;27;176,34;43,24;0;
PISANO;1139;76;262;51;41;352;6,85;16,62;19,87;14,78;14,73;61,6;26,08;00:15:00;1,29;1,3;4,49;3,62;30,87;22,98;5;6;21;14;0;14;154,67;44,6;0;
PITZALIS;1245;83;212;58;53;328;7,54;17,37;4,11;19,7;14,62;55,43;17,04;00:15:00;1,17;1,58;4,67;4,23;26,39;17,06;4;8;21;17;0;17;156,91;40,53;0;
