;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1756;117;296;88;83;507;10,82;19,69;41,82;31,78;27,73;0;43,67;00:15:01;1,59;1,83;5,06;4,74;28,57;16,67;9,3;5,4;25,1;30;0,9;30;178,8;43,56;0;
BELLODI ;1620;108;65;82;59;353;9,87;18,22;7,61;26,49;16,15;0;18,73;00:15:01;1;1,63;5,03;3,66;21,79;4,01;4;2;16;20;0;20;45,92;37,04;0;
BIANCU;1747;116;303;89;96;510;10,93;21,44;23,09;30,37;31,29;0;42,67;00:15:01;1,79;1,74;5,08;5,47;29,17;17,32;12;6;29;37;0;37;189,26;44,37;0;
CETER;1646;110;461;92;87;506;10,19;20,15;143,98;37,85;27,34;0;91,03;00:15:01;1,66;2,3;5,61;5,29;30,77;28,02;6;8;25;28;3;28;189,6;45,25;0;
GEMMI;1920;128;272;86;86;570;11,71;18,4;0;31,33;32,83;0;20,43;00:15:01;1,71;1,63;4,47;4,5;29,68;14,15;15;5;31;40;0;40;252,83;43,56;0;
IOTTI;1602;107;142;89;77;361;9,98;20,92;2,7;28,7;30,94;0;25,37;00:15:01;1,93;1,79;5,57;4,84;22,51;8,88;12;3;19;26;0;26;110,37;37,37;0;
OGUNSEYE;1812;121;486;87;98;637;11,37;21,8;92,16;32,99;35,52;0;59,2;00:15:01;1,96;1,82;4,8;5,41;35,13;26,81;8;4;23;31;2;31;211,69;50,01;0;
PERALTA;2159;144;430;92;73;759;12,94;16,43;21,76;24,72;18,41;0;34,4;00:15:01;0,85;1,15;4,28;3,38;35,16;19,9;5;5;23;19;1;19;318,21;50,56;0;
PINNA S.;1659;110;341;97;90;485;10,35;21,15;58,18;39,93;31,45;0;61,44;00:15:01;1,9;2,41;5,84;5,43;29,26;20,57;10;9;30;37;1;37;186,06;45,12;0;
PISANO;1631;109;164;76;71;361;9,94;18,37;10,14;30,68;20,98;0;33,43;00:15:01;1,29;1,88;4,68;4,35;22,13;10,05;8;6;25;30;0;30;108,5;36,92;0;
VALLOCCHIA;1759;117;299;92;90;529;10,88;20,05;58,57;34,74;32,33;0;50,02;00:15:01;1,84;1,97;5,24;5,1;30,07;17,01;13;6;30;32;2;32;175,54;45,39;0;
