;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;8366;108;655;413;419;2116;9,69;15,75;163,26;120,33;150,43;38,07;224,03;01:17:24;1,79;1,44;4,92;4,98;25,1;7,76;36,58;20,25;104,75;118;4,25;118;771,48;39,92;29,99;44,99;00:01:42;38,07;00:00:55;00:00:21;00:08:54;00:00:47;00:00:55;00:00:47;00:02:45;00:02:45;
BIANCU;7387;110;553;397;360;1835;9,94;16,3;163,42;112,2;127,15;36,71;237,73;01:06:53;1,72;1,52;5,37;4,87;24,84;7,49;28;20;95;85;5;85;665,31;40,76;30,18;39,9;00:01:26;36,71;00:00:43;00:00:22;00:07:44;00:00:49;00:00:43;00:00:41;00:02:24;00:02:14;
BOCCIA;9101;115;1203;552;582;2817;10,72;19,89;336,62;150,74;229,69;37,42;360,73;01:18:47;2,52;1,66;6,06;6,39;30,95;13,22;67;26;138;176;11;176;1078,27;47,09;31,57;50,67;00:03:07;37,42;00:01:21;00:00:45;00:11:08;00:01:13;00:01:21;00:00:59;00:03:32;00:03:32;
BRIGNANI;10061;104;622;450;433;2298;9,16;14,12;235,6;122,69;152,62;38,5;211,78;01:37:04;1,52;1,22;4,47;4,3;22,84;6,18;39;22;125;138;9;138;668,14;36,75;29,31;53,32;00:01:34;38,5;00:00:59;00:00:31;00:09:58;00:00:44;00:00:59;00:00:52;00:03:13;00:03:02;
LA ROSA ;11304;116;518;437;450;2891;10,14;12,48;57,44;115,37;132,32;34,48;146,11;01:37:04;1,17;1,02;3,87;3,98;25,57;4,58;28;18;91;125;1;125;1176,28;39,51;26,37;59,05;00:01:24;34,48;00:00:55;00:00:07;00:12:29;00:00:35;00:00:55;00:00:46;00:03:05;00:03:09;
LELLA ;7862;115;717;416;430;2225;10,5;17,86;180,89;140,77;175,25;34,94;242,01;01:08:18;2,23;1,79;5,29;5,47;28,3;9,12;42;26;122;129;3;129;832,23;43,83;28,56;43,03;00:01:52;34,94;00:01:04;00:00:24;00:09:10;00:00:53;00:01:04;00:00:58;00:02:50;00:02:49;
PALESI;3307;112;276;163;183;898;10,16;16,83;100,77;43,51;70,2;37,97;91,8;00:29:25;2,12;1,32;4,93;5,53;27,16;8,34;20;4;35;51;2;51;259,5;42,16;31,77;17,94;00:00:42;37,97;00:00:25;00:00:12;00:03:45;00:00:18;00:00:25;00:00:16;00:01:03;00:01:10;
PINNA S.;3760;133;404;229;246;1286;12,37;20,19;79,33;67,18;93,78;30,21;134,7;00:28:17;2,49;1,79;6,1;6,55;34,21;10,75;21;14;50;62;2;62;593,07;51,54;27,69;20,99;00:01:05;30,21;00:00:31;00:00:10;00:05:14;00:00:28;00:00:31;00:00:25;00:01:22;00:01:28;
PISANO;9761;101;440;376;361;1912;8,7;11,75;81,31;105,55;114,9;40,93;152,88;01:37:04;1,18;1,08;3,85;3,7;19,59;4,51;27;19;112;105;2;105;638,11;31,97;31,61;50,66;00:01:10;40,93;00:00:44;00:00:10;00:08:30;00:00:33;00:00:44;00:00:45;00:02:50;00:02:43;
RAGATZU;9214;104;862;462;464;2225;9,3;15,52;164,21;135,21;169,25;36,94;275,23;01:28:36;1,84;1,47;5,02;5,04;24,15;9,36;47;24;120;128;3;128;872,63;38,94;29,99;49,43;00:02:17;36,94;00:01:02;00:00:21;00:09:05;00:00:57;00:01:02;00:00:50;00:02:53;00:02:57;
RENAULT ;10566;109;996;515;557;2756;9,8;16,3;276,07;152,74;200,72;37,53;305,69;01:37:04;1,9;1,45;4,88;5,27;26,08;9,43;48;22;116;150;7;150;974,43;41,01;31,61;57,07;00:02:35;37,53;00:01:11;00:00:37;00:11:22;00:01:01;00:01:11;00:00:55;00:03:19;00:03:32;
TRAVAGLINI;9849;101;557;519;482;2183;9,12;16,18;132,95;173,28;163,87;40,87;265,17;01:37:04;1,66;1,76;5,27;4,89;22,16;5,65;27;23;126;128;4;128;733,69;37,55;30,63;53,14;00:01:27;40,87;00:01:03;00:00:17;00:09:43;00:00:58;00:01:03;00:01:10;00:03:34;00:03:20;
UDHO;8220;99;712;439;477;2067;8,96;17,19;150,52;124,72;175,46;43,98;264,51;01:23:12;2,13;1,52;5,34;5,8;25,15;8,66;45;25;127;139;2;139;766,05;40,48;30,62;44,74;00:01:52;43,98;00:01:01;00:00:20;00:08:39;00:00:53;00:01:01;00:00:47;00:02:52;00:03:00;
