;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;5052;109;939;259;246;1464;10,18;20,41;111,42;89,68;86,29;0;136,22;00:46:15;1,7;1,77;5,1;4,85;28,74;18,3;27,6;18,7;65,1;82,4;2,9;82,4;576,52;43,34;0;
CALIGARA;4978;108;875;288;270;1463;10,25;23,06;72,84;98,69;95,6;0;143,52;00:46:15;1,92;1,98;5,79;5,42;29,39;17,58;27;20;62;84;1;84;560,69;45,35;0;
CETER;5349;116;1021;347;295;1512;10,95;22,32;194,79;127,68;108,62;0;220,24;00:46:15;2,03;2,39;6,48;5,52;28,27;19,08;31;30;91;93;6;93;548,05;44,06;0;
COTALI;4748;103;683;201;188;1165;9,4;18,37;76,32;78,72;56,93;0;94,58;00:46:15;1,2;1,66;4,23;3,97;24,54;14,38;17;17;55;58;3;58;436,83;38,19;0;
DALLA BERNARDINA ;4647;100;546;229;224;1205;9,34;20,12;57,35;77,23;76,71;0;77,57;00:46:15;1,65;1,66;4,93;4,82;25,93;11,75;22;10;54;77;2;77;342,21;40,21;0;
GEMMI;5290;114;1125;258;259;1714;10,7;20,87;105,89;97,08;102,51;0;118,11;00:46:15;1,94;1,84;4,87;4,9;32,4;21,27;42;23;72;89;3;89;820,09;46,74;0;
PERALTA;5657;122;1201;264;247;1848;11,28;19,16;78,78;78,83;80,27;0;111,02;00:46:15;1,42;1,39;4,67;4,36;32,66;21,23;23;15;70;76;3;76;908,02;47,44;0;
PISANO;4294;93;442;168;151;911;8,36;16,32;46,97;56,19;48,59;0;68,59;00:46:15;1,13;1,31;3,91;3,51;21,21;10,29;18;11;39;60;1;60;278,25;33,39;0;
RAGATZU;5210;113;1140;325;291;1591;10,7;22,69;96,24;103,93;96,84;0;185,78;00:46:15;1,86;1,99;6,25;5,59;30,54;21,88;33;20;67;98;1;98;613,88;46,35;0;
SENESI;5136;111;1057;248;258;1505;10,3;19,82;137,86;90,52;90,81;0;130,99;00:46:15;1,77;1,76;4,83;5,02;29,29;20,58;26;21;74;93;3;93;575,14;43,81;0;
VALLOCCHIA;5206;113;1298;264;281;1726;10,57;21,41;247,17;87,96;106,01;0;211,84;00:46:15;2,04;1,69;5,07;5,4;33,16;24,93;37;20;67;96;6;96;681,97;47,88;0;
