;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1679;109;279;88;83;474;10,19;20,38;36,51;30,44;26,3;0;44,92;00:15:22;1,56;1,82;5,29;4,91;27,91;16,5;8,8;7,3;24,7;32,1;1,1;32,1;170,07;43,32;0;
BELLODI ;1494;97;112;76;66;319;8,9;18,22;13,29;29,11;16,75;0;21,3;00:15:22;1,12;1,95;5,1;4,45;21,34;7,49;3;4;23;29;0;29;60,11;35,82;0;
BIANCU;1751;114;351;93;92;543;10,81;22,59;29,6;32,82;31,29;0;47,95;00:15:22;1,79;1,87;5,31;5,25;31,01;20,04;12;8;26;31;1;31;225,41;47,25;0;
CETER;1552;101;365;102;87;443;9,56;22,33;73,92;31,95;30,65;0;80,21;00:15:22;1,98;2,06;6,58;5,61;28,57;23,54;7;8;28;29;2;29;187,68;44,96;0;
COTALI;1512;98;262;87;81;403;9,2;20,84;60,52;29,94;28,7;0;62,11;00:15:22;1,9;1,98;5,78;5,36;26,66;17,31;11;7;27;39;3;39;104,91;41,91;0;
IOTTI;1602;104;119;77;78;349;9,67;19,82;1,35;26,61;26,48;0;21,29;00:15:22;1,65;1,66;4,81;4,86;21,81;7,45;8;6;24;36;0;36;96,43;36,26;0;
MURONI;1921;125;312;87;92;618;11,64;20,35;62,22;32,48;30,91;0;43,71;00:15:22;1,61;1,69;4,55;4,8;32,17;16,23;18;10;31;43;2;43;178,91;47,24;0;
OGUNSEYE;1732;113;439;89;70;572;10,33;18,38;32,33;32,8;17,69;0;45,25;00:15:22;1,02;1,89;5,13;4,05;33,04;25,36;3;12;26;22;1;22;313,43;48,56;0;
PENNINGTON;2018;131;276;104;110;620;12,47;22,65;11,34;35,38;36,79;0;43,21;00:15:22;1,82;1,75;5,15;5,43;30,74;13,66;11;8;24;30;0;30;194,12;47,4;0;
PINNA S.;1525;99;170;71;61;352;9;17,16;13,66;26,31;14,81;0;25,42;00:15:22;0,97;1,72;4,64;3,98;23,09;11,12;7;4;19;27;0;27;124,19;37,22;0;
RAGATZU;1681;109;384;97;90;516;10,29;21,5;66,92;27,03;28,99;0;58,7;00:15:22;1,72;1,61;5,8;5,32;30,67;22,82;8;6;19;35;2;35;215,48;46,59;0;
