;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);EEE;T_SHI;%T_Recovery;T_A1;T_S6;T_MPHI;T_MP5;T_A1;T_A8;T_AccHI;T_DecHI;
Team Average;9871;103;620;471;462;2216;9,15;14,87;136,09;136,2;166,65;38,82;225,25;01:35:58;1,68;1,37;4,74;4,66;22,31;6,25;41,46;22,9;125,6;135,16;2,89;135,16;796,28;36,45;27,93;52,7;00:01:38;38,82;00:01:03;00:00:18;00:09:37;00:00:49;00:01:03;00:00:55;00:03:16;00:03:10;
BIANCU;10107;105;562;447;429;2152;9,29;13,92;189,14;131,78;142,54;36,88;241,59;01:35:58;1,41;1,3;4,43;4,24;21,29;5,56;32;21;91;114;3;114;786,74;35,45;30,27;53,47;00:01:26;36,88;00:00:49;00:00:25;00:09:13;00:00:51;00:00:49;00:00:48;00:02:51;00:02:39;
BOCCIA;10368;108;561;625;583;2615;9,9;18,43;140,94;185,81;214,72;38;235,84;01:35:58;2,07;1,79;6,03;5,62;25,22;5,42;56;38;207;188;3;188;907,77;41,55;30,61;57,02;00:01:28;38;00:01:25;00:00:18;00:11:44;00:00:54;00:01:25;00:01:21;00:04:32;00:04:10;
BRIGNANI;9396;98;511;363;377;1925;8,53;12,6;166,63;97,06;120,8;40,4;167,69;01:35:58;1,29;1,03;3,86;4,02;20,48;5,44;30;14;102;100;3;100;581,42;33,21;29,18;49,13;00:01:19;40,4;00:00:45;00:00:22;00:08:27;00:00:34;00:00:45;00:00:43;00:02:42;00:02:41;
EMERSON;8727;91;426;330;317;1494;7,85;11,51;125,07;87,74;107,68;44,24;141,69;01:35:58;1,23;1,01;3,79;3,63;17,12;4,88;23;17;94;96;3;96;480,37;28,63;29,32;45,19;00:01:06;44,24;00:00:44;00:00:16;00:06:36;00:00:30;00:00:44;00:00:38;00:02:37;00:02:31;
GIANDONATO;2165;89;40;52;62;313;7,44;8,36;0;9,21;20,13;45,13;9,98;00:24:23;0,93;0,43;2,42;2,84;14,43;1,87;4;2;12;21;0;21;118,92;23,21;22,8;10,9;00:00:06;45,13;00:00:08;00:00:00;00:01:26;00:00:02;00:00:08;00:00:04;00:00:27;00:00:30;
LA ROSA ;7805;110;422;381;361;1835;9,76;15,04;21,76;105,71;126,99;34,34;162,07;01:11:10;1,63;1,35;4,88;4,63;23,51;5,41;26;18;96;106;1;106;750,38;38,54;27,48;41,7;00:01:10;34,34;00:00:48;00:00:03;00:08:04;00:00:38;00:00:48;00:00:40;00:02:31;00:02:25;
MANCINI;6692;106;433;353;357;1541;9,51;16,38;46,5;96,55;137,88;35,28;168,23;01:03:21;2,06;1,44;5,28;5,34;23,02;6,46;38;14;87;112;0;112;567,69;37,92;27,77;36,17;00:01:10;35,28;00:00:53;00:00:06;00:06:46;00:00:36;00:00:53;00:00:39;00:02:25;00:02:22;
OCCHIONI;3577;110;278;190;180;910;9,82;15,08;63,76;51,98;52,22;38,39;96,02;00:32:26;1,46;1,45;5,31;5,04;25,45;7,78;12;7;60;57;2;57;348,01;40,56;27;19,12;00:00:43;38,39;00:00:21;00:00:08;00:03:51;00:00:20;00:00:21;00:00:20;00:01:14;00:01:12;
PALESI;2538;103;196;112;94;591;9,06;13,29;10,25;34,26;35,43;41,58;53,22;00:24:33;1,4;1,35;4,42;3,69;23,3;7,74;10;6;38;31;0;31;261,69;37,05;25,84;13,35;00:00:32;41,58;00:00:15;00:00:01;00:02:31;00:00:11;00:00:15;00:00:13;00:00:48;00:00:40;
PINNA S.;10285;107;652;432;456;2347;9,44;13,86;97,81;125,25;155,88;35,46;191,84;01:35:58;1,52;1,22;4,2;4,43;22,82;6,34;44;19;108;123;4;123;855,47;36,58;28,11;54,38;00:01:45;35,46;00:00:59;00:00:13;00:10:14;00:00:42;00:00:59;00:00:52;00:03:05;00:03:15;
RENAULT ;9332;97;848;553;555;2260;8,96;19;236,44;182,54;244,83;42,99;371,59;01:35:57;2,62;1,96;5,92;5,94;24,22;9,09;62;34;140;167;4;167;784,43;40,06;29,69;51,57;00:02:12;42,99;00:01:24;00:00:31;00:09:20;00:01:16;00:01:24;00:01:08;00:03:28;00:03:26;
TRAVAGLINI;7816;109;647;395;389;1956;9,79;15,92;126,04;117,43;140,22;36,7;186,75;01:11:39;1,79;1,5;5,05;4,98;25,02;8,27;36;16;95;101;3;101;720,98;39,82;27,1;42,08;00:01:43;36,7;00:00:53;00:00:17;00:08:15;00:00:41;00:00:53;00:00:48;00:02:45;00:02:40;
