;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1063;71;140;56;49;253;6,52;19,4;9,03;19,42;15,25;0;23,28;00:15:03;1,42;1,87;5,29;4,62;23,38;12,85;4,67;4,33;19,5;18;0,17;18;83,81;37,65;0;
BELLODI ;968;64;79;24;30;179;5,64;13,29;0,67;8,05;5,93;0;6,78;00:15:03;0,61;0,83;2,5;3,09;18,44;8,18;2;0;7;10;0;10;51,69;28,51;0;
BIANCU;1303;87;249;77;64;377;8,24;22,95;25,85;25,53;23,9;0;51,9;00:15:03;1,83;1,96;5,92;4,94;28,92;19,12;8;3;22;23;1;23;124,82;45,34;0;
COTALI;796;53;106;64;53;184;5,11;24,76;7,09;26,36;14,8;0;25,41;00:15:03;1,86;3,31;8,04;6,68;23,12;13,27;3;8;23;21;0;21;51,68;40;0;
PINNA S.;966;64;93;39;39;183;5,8;16,82;2,02;14,53;10,59;0;15,35;00:15:03;1,1;1,5;4,02;4,07;18,95;9,66;2;3;13;13;0;13;53,38;31,51;0;
PIREDDA;1244;83;135;64;56;318;7,58;18,54;2,76;19,42;18,06;0;15,26;00:15:03;1,45;1,56;5,17;4,49;25,54;10,86;7;6;22;19;0;19;98,25;39,68;0;
RAGATZU;1098;73;175;67;49;278;6,78;20,08;15,77;22,61;18,21;0;24,95;00:15:03;1,66;2,06;6,09;4,42;25,32;15,97;6;6;30;22;0;22;122,97;40,87;0;
